"file","caption","alt_text","category","png_time","StartTime"
"index3_obs_vs_exp_VAST_S_Fall.png","Observed vs. expected index values with smoother for VAST_S_Fall",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_VAST_S_Fall.png","Log index data for VAST_S_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_VAST_S_Fall.png","Fit to log index data on log scale for VAST_S_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_VAST_S_Fall.png","log(observed) vs. log(expected) index values with smoother for VAST_S_Fall",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_VAST_S_Fall.png","Residuals of fit to index for VAST_S_Fall.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_VAST_S_Fall.png","Deviations for fit to index for VAST_S_Fall.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_RecCPUE_North_Fall.png","Index data for RecCPUE_North_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_RecCPUE_North_Fall.png","Fit to index data for RecCPUE_North_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_RecCPUE_North_Fall.png","Observed vs. expected index values with smoother for RecCPUE_North_Fall",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_RecCPUE_North_Fall.png","Log index data for RecCPUE_North_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_RecCPUE_North_Fall.png","Fit to log index data on log scale for RecCPUE_North_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_RecCPUE_North_Fall.png","log(observed) vs. log(expected) index values with smoother for RecCPUE_North_Fall",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_RecCPUE_North_Fall.png","Residuals of fit to index for RecCPUE_North_Fall.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_RecCPUE_North_Fall.png","Deviations for fit to index for RecCPUE_North_Fall.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_RecCPUE_South_Fall.png","Index data for RecCPUE_South_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_RecCPUE_South_Fall.png","Fit to index data for RecCPUE_South_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_RecCPUE_South_Fall.png","Observed vs. expected index values with smoother for RecCPUE_South_Fall",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_RecCPUE_South_Fall.png","Log index data for RecCPUE_South_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_RecCPUE_South_Fall.png","Fit to log index data on log scale for RecCPUE_South_Fall. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_RecCPUE_South_Fall.png","log(observed) vs. log(expected) index values with smoother for RecCPUE_South_Fall",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_RecCPUE_South_Fall.png","Residuals of fit to index for RecCPUE_South_Fall.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_RecCPUE_South_Fall.png","Deviations for fit to index for RecCPUE_South_Fall.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_coastwide_bottom_temperature.png","Index data for coastwide_bottom_temperature. Lines indicate 95% uncertainty interval around index values based on the model assumption of normal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_coastwide_bottom_temperature.png","Fit to index data for coastwide_bottom_temperature. Lines indicate 95% uncertainty interval around index values based on the model assumption of normal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_coastwide_bottom_temperature.png","Observed vs. expected index values with smoother for coastwide_bottom_temperature",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_coastwide_bottom_temperature.png","Deviations for fit to index for coastwide_bottom_temperature.<br>Values are Obs - Exp and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_North_NEAMAP_1.png","Index data for North_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_North_NEAMAP_1.png","Fit to index data for North_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_North_NEAMAP_1.png","Observed vs. expected index values with smoother for North_NEAMAP_1",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_North_NEAMAP_1.png","Log index data for North_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_North_NEAMAP_1.png","Fit to log index data on log scale for North_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_North_NEAMAP_1.png","log(observed) vs. log(expected) index values with smoother for North_NEAMAP_1",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_North_NEAMAP_1.png","Residuals of fit to index for North_NEAMAP_1.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_North_NEAMAP_1.png","Deviations for fit to index for North_NEAMAP_1.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_South_NEAMAP_1.png","Index data for South_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_South_NEAMAP_1.png","Fit to index data for South_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_South_NEAMAP_1.png","Observed vs. expected index values with smoother for South_NEAMAP_1",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_South_NEAMAP_1.png","Log index data for South_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_South_NEAMAP_1.png","Fit to log index data on log scale for South_NEAMAP_1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_South_NEAMAP_1.png","log(observed) vs. log(expected) index values with smoother for South_NEAMAP_1",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_South_NEAMAP_1.png","Residuals of fit to index for South_NEAMAP_1.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_South_NEAMAP_1.png","Deviations for fit to index for South_NEAMAP_1.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_North_NEAMAP_2.png","Index data for North_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_North_NEAMAP_2.png","Fit to index data for North_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_North_NEAMAP_2.png","Observed vs. expected index values with smoother for North_NEAMAP_2",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_North_NEAMAP_2.png","Log index data for North_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_North_NEAMAP_2.png","Fit to log index data on log scale for North_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_North_NEAMAP_2.png","log(observed) vs. log(expected) index values with smoother for North_NEAMAP_2",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_North_NEAMAP_2.png","Residuals of fit to index for North_NEAMAP_2.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_North_NEAMAP_2.png","Deviations for fit to index for North_NEAMAP_2.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_South_NEAMAP_2.png","Index data for South_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_South_NEAMAP_2.png","Fit to index data for South_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_South_NEAMAP_2.png","Observed vs. expected index values with smoother for South_NEAMAP_2",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_South_NEAMAP_2.png","Log index data for South_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_South_NEAMAP_2.png","Fit to log index data on log scale for South_NEAMAP_2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_South_NEAMAP_2.png","log(observed) vs. log(expected) index values with smoother for South_NEAMAP_2",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_South_NEAMAP_2.png","Residuals of fit to index for South_NEAMAP_2.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_South_NEAMAP_2.png","Deviations for fit to index for South_NEAMAP_2.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index1_cpuedata_Albatross_Spring_North.png","Index data for Albatross_Spring_North. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index2_cpuefit_Albatross_Spring_North.png","Fit to index data for Albatross_Spring_North. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index3_obs_vs_exp_Albatross_Spring_North.png","Observed vs. expected index values with smoother for Albatross_Spring_North",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index4_logcpuedata_Albatross_Spring_North.png","Log index data for Albatross_Spring_North. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index5_logcpuefit_Albatross_Spring_North.png","Fit to log index data on log scale for Albatross_Spring_North. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index6_log_obs_vs_exp_Albatross_Spring_North.png","log(observed) vs. log(expected) index values with smoother for Albatross_Spring_North",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index10_resids_SE_total_Albatross_Spring_North.png","Residuals of fit to index for Albatross_Spring_North.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
"index12_resids_SE_total_Albatross_Spring_North.png","Deviations for fit to index for Albatross_Spring_North.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-11-14 16:40:17,"StartTime: Tue Nov 14 07:25:49 2023"
