"file","caption","alt_text","category","png_time","StartTime"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel02_multiple_fleets_age1.png","Selectivity at age for multiple fleets.",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel02_multiple_fleets_age2.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt1sex1.png","Surface plot of Female time-varying selectivity for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt1sex1.png","Countour plot of Female time-varying selectivity for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt1sex1.png","Surface plot of Female time-varying retention for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt1sex1.png","Countour plot of Female time-varying retention for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt1sex1.png","Female ending year selectivity for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt1sex2.png","Surface plot of Male time-varying selectivity for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt1sex2.png","Countour plot of Male time-varying selectivity for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt1sex2.png","Surface plot of Male time-varying retention for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt1sex2.png","Countour plot of Male time-varying retention for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt1sex2.png","Male ending year selectivity for North_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt2sex1.png","Surface plot of Female time-varying selectivity for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt2sex1.png","Countour plot of Female time-varying selectivity for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt2sex1.png","Surface plot of Female time-varying retention for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt2sex1.png","Countour plot of Female time-varying retention for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt2sex1.png","Female ending year selectivity for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt2sex2.png","Surface plot of Male time-varying selectivity for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt2sex2.png","Countour plot of Male time-varying selectivity for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt2sex2.png","Surface plot of Male time-varying retention for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt2sex2.png","Countour plot of Male time-varying retention for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt2sex2.png","Male ending year selectivity for South_Comm_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt3sex1.png","Surface plot of Female time-varying retention for North_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt3sex1.png","Countour plot of Female time-varying retention for North_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt3sex1.png","Female ending year selectivity for North_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt3sex2.png","Surface plot of Male time-varying retention for North_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt3sex2.png","Countour plot of Male time-varying retention for North_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt3sex2.png","Male ending year selectivity for North_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt4sex1.png","Surface plot of Female time-varying selectivity for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt4sex1.png","Countour plot of Female time-varying selectivity for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt4sex1.png","Surface plot of Female time-varying retention for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt4sex1.png","Countour plot of Female time-varying retention for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt4sex1.png","Female ending year selectivity for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt4sex2.png","Surface plot of Male time-varying selectivity for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt4sex2.png","Countour plot of Male time-varying selectivity for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt4sex2.png","Surface plot of Male time-varying retention for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt4sex2.png","Countour plot of Male time-varying retention for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt4sex2.png","Male ending year selectivity for South_Comm_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt5sex1.png","Surface plot of Female time-varying selectivity for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt5sex1.png","Countour plot of Female time-varying selectivity for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt5sex1.png","Surface plot of Female time-varying retention for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt5sex1.png","Countour plot of Female time-varying retention for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt5sex1.png","Female ending year selectivity for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt5sex2.png","Surface plot of Male time-varying selectivity for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt5sex2.png","Countour plot of Male time-varying selectivity for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt5sex2.png","Surface plot of Male time-varying retention for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt5sex2.png","Countour plot of Male time-varying retention for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt5sex2.png","Male ending year selectivity for North_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt6sex1.png","Surface plot of Female time-varying selectivity for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt6sex1.png","Countour plot of Female time-varying selectivity for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt6sex1.png","Surface plot of Female time-varying retention for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt6sex1.png","Countour plot of Female time-varying retention for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt6sex1.png","Female ending year selectivity for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt6sex2.png","Surface plot of Male time-varying selectivity for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt6sex2.png","Countour plot of Male time-varying selectivity for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt6sex2.png","Surface plot of Male time-varying retention for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt6sex2.png","Countour plot of Male time-varying retention for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt6sex2.png","Male ending year selectivity for South_Rec_1",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt7sex1.png","Surface plot of Female time-varying selectivity for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt7sex1.png","Countour plot of Female time-varying selectivity for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt7sex1.png","Surface plot of Female time-varying retention for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt7sex1.png","Countour plot of Female time-varying retention for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt7sex1.png","Female ending year selectivity for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt7sex2.png","Surface plot of Male time-varying selectivity for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt7sex2.png","Countour plot of Male time-varying selectivity for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt7sex2.png","Surface plot of Male time-varying retention for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt7sex2.png","Countour plot of Male time-varying retention for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt7sex2.png","Male ending year selectivity for North_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt8sex1.png","Surface plot of Female time-varying selectivity for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt8sex1.png","Countour plot of Female time-varying selectivity for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt8sex1.png","Surface plot of Female time-varying retention for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt8sex1.png","Countour plot of Female time-varying retention for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt8sex1.png","Female ending year selectivity for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt8sex2.png","Surface plot of Male time-varying selectivity for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt8sex2.png","Countour plot of Male time-varying selectivity for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel05_timevary_ret_surf_flt8sex2.png","Surface plot of Male time-varying retention for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel06_timevary_ret_contour_flt8sex2.png","Countour plot of Male time-varying retention for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt8sex2.png","Male ending year selectivity for South_Rec_2",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt9sex1.png","Female ending year selectivity for VAST_N_Spr",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt9sex2.png","Male ending year selectivity for VAST_N_Spr",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt10sex1.png","Female ending year selectivity for VAST_S_Spr",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt10sex2.png","Male ending year selectivity for VAST_S_Spr",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt11sex1.png","Female ending year selectivity for VAST_N_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt11sex2.png","Male ending year selectivity for VAST_N_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt12sex1.png","Female ending year selectivity for VAST_S_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt12sex2.png","Male ending year selectivity for VAST_S_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt13sex1.png","Surface plot of Female time-varying selectivity for RecCPUE_North_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt13sex1.png","Countour plot of Female time-varying selectivity for RecCPUE_North_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt13sex1.png","Female ending year selectivity for RecCPUE_North_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt13sex2.png","Surface plot of Male time-varying selectivity for RecCPUE_North_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt13sex2.png","Countour plot of Male time-varying selectivity for RecCPUE_North_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt13sex2.png","Male ending year selectivity for RecCPUE_North_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt14sex1.png","Surface plot of Female time-varying selectivity for RecCPUE_South_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt14sex1.png","Countour plot of Female time-varying selectivity for RecCPUE_South_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt14sex1.png","Female ending year selectivity for RecCPUE_South_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt14sex2.png","Surface plot of Male time-varying selectivity for RecCPUE_South_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt14sex2.png","Countour plot of Male time-varying selectivity for RecCPUE_South_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt14sex2.png","Male ending year selectivity for RecCPUE_South_Fall",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt16sex1.png","Surface plot of Female time-varying selectivity for North_Comm_1_dlen",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt16sex1.png","Countour plot of Female time-varying selectivity for North_Comm_1_dlen",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt16sex1.png","Female ending year selectivity for North_Comm_1_dlen",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel03_len_timevary_surf_flt16sex2.png","Surface plot of Male time-varying selectivity for North_Comm_1_dlen",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel04_len_timevary_contour_flt16sex2.png","Countour plot of Male time-varying selectivity for North_Comm_1_dlen",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
"sel09_len_flt16sex2.png","Male ending year selectivity for North_Comm_1_dlen",NA,"Sel",2023-12-07 11:27:34,"StartTime: Thu Dec 7 11:00:00 2023"
